fare_scope,matsim_line_id,matsim_route_id,official_operator,operator_scope_status,route_franchise_scope_status,official_route_id,official_route_sequence,official_direction,boarding_stop_id,alighting_stop_id,official_published_fare_hkd,model_fare_hkd,cost_hkd,currency,fare_resolution_status,fare_resolution_method,official_value_available,model_assumption_used,cost_quality,anomaly_flag,anomaly_severity,anomaly_reason,audit_priority,zero_is_explicit_raw_record,candidate_values_hkd_json,candidate_record_count,candidate_min_hkd,candidate_max_hkd,candidate_spread_hkd,selected_candidate_hkd,selection_rationale,source_record_ids_json,source_file,source_sha256,candidate_records_json,source_revision_cutoff_date,source_download_date,cost_effective_date,cost_effective_date_status,passenger_type,payment_medium,service_class,day_type,time_period,transfer_concession_status,eligibility_status,temporal_status
bus_simulation_coverage_ordered_stop_od,line_bus_1000001,bus_1000001_1,KMB,confirmed_franchised_operator,confirmed_franchised_route,1000001,1,1,10000016,12406,7.4,7.4,7.4,HKD,official_unique,direct_unique_gtfs_ordered_od,True,False,B,False,,,0,False,[7.4],1,7.4,7.4,0.0,7.4,exact Bus Core v1 active rule and unique raw GTFS ordered OD,"[""gtfs:fare_rules:614834;fare_attributes:614834""]",data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt;data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,"[{""currency"":""HKD"",""destination_id"":""12406"",""fare_attribute_line"":614834,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-1-17-18"",""fare_rule_line"":614834,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""10000016"",""price"":7.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""}]",2026-07-14,2026-07-20,,not_encoded_in_source_revision_cutoff_only,generic_passenger_assumed_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,not_modelled_ignored_for_v1,not_modelled_generic_passenger_assumed,source_snapshot_applied_without_route_specific_effective_date
bus_simulation_coverage_ordered_stop_od,line_bus_1000001,bus_1000001_1,KMB,confirmed_franchised_operator,confirmed_franchised_route,1000001,1,1,10000016,12407,7.4,7.4,7.4,HKD,official_unique,direct_unique_gtfs_ordered_od,True,False,B,False,,,0,False,[7.4],1,7.4,7.4,0.0,7.4,exact Bus Core v1 active rule and unique raw GTFS ordered OD,"[""gtfs:fare_rules:614835;fare_attributes:614835""]",data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt;data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,"[{""currency"":""HKD"",""destination_id"":""12407"",""fare_attribute_line"":614835,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-1-17-19"",""fare_rule_line"":614835,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""10000016"",""price"":7.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""}]",2026-07-14,2026-07-20,,not_encoded_in_source_revision_cutoff_only,generic_passenger_assumed_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,not_modelled_ignored_for_v1,not_modelled_generic_passenger_assumed,source_snapshot_applied_without_route_specific_effective_date
bus_simulation_coverage_ordered_stop_od,line_bus_1000001,bus_1000001_1,KMB,confirmed_franchised_operator,confirmed_franchised_route,1000001,1,1,10000016,12408,7.4,7.4,7.4,HKD,official_unique,direct_unique_gtfs_ordered_od,True,False,B,False,,,0,False,[7.4],1,7.4,7.4,0.0,7.4,exact Bus Core v1 active rule and unique raw GTFS ordered OD,"[""gtfs:fare_rules:614836;fare_attributes:614836""]",data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt;data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,"[{""currency"":""HKD"",""destination_id"":""12408"",""fare_attribute_line"":614836,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-1-17-20"",""fare_rule_line"":614836,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""10000016"",""price"":7.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""}]",2026-07-14,2026-07-20,,not_encoded_in_source_revision_cutoff_only,generic_passenger_assumed_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,not_modelled_ignored_for_v1,not_modelled_generic_passenger_assumed,source_snapshot_applied_without_route_specific_effective_date
bus_simulation_coverage_ordered_stop_od,line_bus_1000001,bus_1000001_1,KMB,confirmed_franchised_operator,confirmed_franchised_route,1000001,1,1,10000016,13183,7.4,7.4,7.4,HKD,official_unique,direct_unique_gtfs_ordered_od,True,False,B,False,,,0,False,[7.4],1,7.4,7.4,0.0,7.4,exact Bus Core v1 active rule and unique raw GTFS ordered OD,"[""gtfs:fare_rules:614837;fare_attributes:614837""]",data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt;data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,"[{""currency"":""HKD"",""destination_id"":""13183"",""fare_attribute_line"":614837,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-1-17-21"",""fare_rule_line"":614837,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""10000016"",""price"":7.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""}]",2026-07-14,2026-07-20,,not_encoded_in_source_revision_cutoff_only,generic_passenger_assumed_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,not_modelled_ignored_for_v1,not_modelled_generic_passenger_assumed,source_snapshot_applied_without_route_specific_effective_date
bus_simulation_coverage_ordered_stop_od,line_bus_1000001,bus_1000001_1,KMB,confirmed_franchised_operator,confirmed_franchised_route,1000001,1,1,12406,12407,7.4,7.4,7.4,HKD,official_unique,direct_unique_gtfs_ordered_od,True,False,B,False,,,0,False,[7.4],1,7.4,7.4,0.0,7.4,exact Bus Core v1 active rule and unique raw GTFS ordered OD,"[""gtfs:fare_rules:614838;fare_attributes:614838""]",data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt;data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,"[{""currency"":""HKD"",""destination_id"":""12407"",""fare_attribute_line"":614838,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-1-18-19"",""fare_rule_line"":614838,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""12406"",""price"":7.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""}]",2026-07-14,2026-07-20,,not_encoded_in_source_revision_cutoff_only,generic_passenger_assumed_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,not_modelled_ignored_for_v1,not_modelled_generic_passenger_assumed,source_snapshot_applied_without_route_specific_effective_date
bus_simulation_coverage_ordered_stop_od,line_bus_1000001,bus_1000001_1,KMB,confirmed_franchised_operator,confirmed_franchised_route,1000001,1,1,12406,12408,7.4,7.4,7.4,HKD,official_unique,direct_unique_gtfs_ordered_od,True,False,B,False,,,0,False,[7.4],1,7.4,7.4,0.0,7.4,exact Bus Core v1 active rule and unique raw GTFS ordered OD,"[""gtfs:fare_rules:614839;fare_attributes:614839""]",data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt;data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,"[{""currency"":""HKD"",""destination_id"":""12408"",""fare_attribute_line"":614839,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-1-18-20"",""fare_rule_line"":614839,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""12406"",""price"":7.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""}]",2026-07-14,2026-07-20,,not_encoded_in_source_revision_cutoff_only,generic_passenger_assumed_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,not_modelled_ignored_for_v1,not_modelled_generic_passenger_assumed,source_snapshot_applied_without_route_specific_effective_date
bus_simulation_coverage_ordered_stop_od,line_bus_1000001,bus_1000001_1,KMB,confirmed_franchised_operator,confirmed_franchised_route,1000001,1,1,12406,13183,7.4,7.4,7.4,HKD,official_unique,direct_unique_gtfs_ordered_od,True,False,B,False,,,0,False,[7.4],1,7.4,7.4,0.0,7.4,exact Bus Core v1 active rule and unique raw GTFS ordered OD,"[""gtfs:fare_rules:614840;fare_attributes:614840""]",data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt;data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,"[{""currency"":""HKD"",""destination_id"":""13183"",""fare_attribute_line"":614840,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-1-18-21"",""fare_rule_line"":614840,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""12406"",""price"":7.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""}]",2026-07-14,2026-07-20,,not_encoded_in_source_revision_cutoff_only,generic_passenger_assumed_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,not_modelled_ignored_for_v1,not_modelled_generic_passenger_assumed,source_snapshot_applied_without_route_specific_effective_date
bus_simulation_coverage_ordered_stop_od,line_bus_1000001,bus_1000001_1,KMB,confirmed_franchised_operator,confirmed_franchised_route,1000001,1,1,12407,12408,7.4,7.4,7.4,HKD,official_unique,direct_unique_gtfs_ordered_od,True,False,B,False,,,0,False,[7.4],1,7.4,7.4,0.0,7.4,exact Bus Core v1 active rule and unique raw GTFS ordered OD,"[""gtfs:fare_rules:614841;fare_attributes:614841""]",data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt;data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,"[{""currency"":""HKD"",""destination_id"":""12408"",""fare_attribute_line"":614841,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-1-19-20"",""fare_rule_line"":614841,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""12407"",""price"":7.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""}]",2026-07-14,2026-07-20,,not_encoded_in_source_revision_cutoff_only,generic_passenger_assumed_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,not_modelled_ignored_for_v1,not_modelled_generic_passenger_assumed,source_snapshot_applied_without_route_specific_effective_date
bus_simulation_coverage_ordered_stop_od,line_bus_1000001,bus_1000001_1,KMB,confirmed_franchised_operator,confirmed_franchised_route,1000001,1,1,12407,13183,7.4,7.4,7.4,HKD,official_unique,direct_unique_gtfs_ordered_od,True,False,B,False,,,0,False,[7.4],1,7.4,7.4,0.0,7.4,exact Bus Core v1 active rule and unique raw GTFS ordered OD,"[""gtfs:fare_rules:614842;fare_attributes:614842""]",data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt;data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,"[{""currency"":""HKD"",""destination_id"":""13183"",""fare_attribute_line"":614842,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-1-19-21"",""fare_rule_line"":614842,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""12407"",""price"":7.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""}]",2026-07-14,2026-07-20,,not_encoded_in_source_revision_cutoff_only,generic_passenger_assumed_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,not_modelled_ignored_for_v1,not_modelled_generic_passenger_assumed,source_snapshot_applied_without_route_specific_effective_date
bus_simulation_coverage_ordered_stop_od,line_bus_1000001,bus_1000001_1,KMB,confirmed_franchised_operator,confirmed_franchised_route,1000001,1,1,12408,13183,,10.4,10.4,HKD,official_conflict_candidate_selected,median_nearest_existing_candidate_tie_higher,False,True,D,True,high,conflicting_official_amounts_resolved_for_simulation,4,False,"[7.4,10.4]",2,7.4,10.4,3.0,10.4,"modal frequency tied at 1; distinct-value median position 8.9; selected nearest existing candidate 10.4, with higher amount used for an equal-distance tie","[""gtfs:fare_rules:614843;fare_attributes:614843"",""gtfs:fare_rules:614844;fare_attributes:614844""]",data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt;data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,"[{""currency"":""HKD"",""destination_id"":""13183"",""fare_attribute_line"":614843,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-1-20-21"",""fare_rule_line"":614843,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""12408"",""price"":7.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""},{""currency"":""HKD"",""destination_id"":""13183"",""fare_attribute_line"":614844,""fare_attributes_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_attributes.txt"",""fare_id"":""1000001-2-1-2"",""fare_rule_line"":614844,""fare_rules_source_file"":""data/transit/hongkong/PublicTransportGTFS/gtfs.zip::fare_rules.txt"",""origin_id"":""12408"",""price"":10.4,""route_id"":""1000001"",""source_sha256"":""e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06""}]",2026-07-14,2026-07-20,,not_encoded_in_source_revision_cutoff_only,generic_passenger_assumed_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,unspecified_ignored_for_simulation,not_modelled_ignored_for_v1,not_modelled_generic_passenger_assumed,source_snapshot_applied_without_route_specific_effective_date
