"YR_MTH","MODE","TTD_PTO_CODE","FRANCHISE_TYPE","RAIL_LINE","PAX","PAX_INDI"
"201509","Fran_Bus","KMB","","",81771.218,""
"201510","PLB","GMB","","",48352.603,""
"201510","PLB","RMB","","",9939.748,""
"201510","Railways","HKT","","",5660.482,""
"201510","Railways","MTRC","","LRT",15355.491,""
"201510","Railways","MTRC","","Airport",1397.553,""
"201510","Railways","MTRC","","Local",145108.901,""
"201510","Fran_Bus","NLB","","",2177.216,""
"201510","Fran_Bus","LWB","","",3113.493,""
"201510","Fran_Bus","NWFB","","",14481.379,""
"201510","Fran_Bus","CTB","2","",2427.887,""
"201510","Fran_Bus","CTB","1","",17130.796,""
"201510","Fran_Bus","KMB","","",83579.06,""
"201510","LRB","LRB","","",4374.115,""
"201510","RS","RS","","",7352.447,""
"201510","TAX","TAX","","",29797.29977,""
"201510","Ferries","LFS","","",1229.256,""
"201510","Ferries","STF","","",1713.274,""
"201510","Ferries","NWFF","","",1256.236,""
"201511","Fran_Bus","CTB","1","",16745.871,""
"201511","Fran_Bus","NWFB","","",14381.048,""
"201511","Fran_Bus","LWB","","",3059.707,""
"201511","Fran_Bus","NLB","","",2155.613,""
"201511","Railways","MTRC","","Local",143426.521,""
"201511","Railways","MTRC","","Airport",1308.02,""
"201511","Railways","MTRC","","LRT",14935.659,""
"201511","PLB","GMB","","",47509.44,""
"201511","PLB","RMB","","",9642.052,""
"201511","Ferries","NWFF","","",1268.672,""
"201511","Ferries","STF","","",1646.711,""
"201511","Ferries","LFS","","",1228.581,""
"201511","TAX","TAX","","",29081.478855,""
"201511","RS","RS","","",7231.354,""
"201511","LRB","LRB","","",4319.826,""
"201511","Fran_Bus","CTB","2","",2424.698,""
"201511","Fran_Bus","KMB","","",83134.375,""
"201511","Railways","HKT","","",5729.793,""
"201512","Railways","HKT","","",5851.997,""
"201512","Ferries","NWFF","","",1228.245,""
"201512","Railways","MTRC","","LRT",14955.29,""
"201512","Railways","MTRC","","Airport",1459.342,""
"201512","Railways","MTRC","","Local",148908.512,""
"201512","Fran_Bus","NLB","","",2142.659,""
"201512","Fran_Bus","LWB","","",3170.05,""
"201512","Fran_Bus","NWFB","","",14488.341,""
"201512","Fran_Bus","CTB","2","",2543.085,""
"201512","Fran_Bus","CTB","1","",17165.401,""
"201512","Fran_Bus","KMB","","",83928.608,""
"201512","PLB","GMB","","",47848.601,""
"201512","LRB","LRB","","",4372.276,""
"201512","RS","RS","","",7231.547,""
"201512","TAX","TAX","","",29660.281452,""
"201512","Ferries","LFS","","",1195.518,""
"201512","Ferries","STF","","",1920.245,""
"201512","PLB","RMB","","",9782.687,""
"201601","PLB","GMB","","",47050.798,""
"201601","PLB","RMB","","",9721.662,""
"201601","Ferries","NWFF","","",1089.636,""
"201601","Ferries","STF","","",1563.809,""
"201601","Ferries","LFS","","",1103.657,""
"201601","TAX","TAX","","",28753.172111,""
"201601","RS","RS","","",7186.783,""
"201601","LRB","LRB","","",4275.311,""
"201601","Fran_Bus","KMB","","",81766.537,""
"201601","Fran_Bus","CTB","1","",16441.088,""
"201601","Fran_Bus","CTB","2","",2365.776,""
"201601","Fran_Bus","NWFB","","",13899.491,""
"201601","Fran_Bus","LWB","","",2997.121,""
"201601","Fran_Bus","NLB","","",2068.28,""
"201601","Railways","MTRC","","Local",144951.876,""
"201601","Railways","MTRC","","Airport",1331.81,""
"201601","Railways","MTRC","","LRT",14895.018,""
"201601","Railways","HKT","","",5439.773,""
"201602","PLB","GMB","","",43095.293,""
"201602","PLB","RMB","","",8891.343,""
"201602","Ferries","NWFF","","",1163.988,""
"201602","Ferries","STF","","",1710.887,""
"201602","Ferries","LFS","","",1116.865,""
"201602","TAX","TAX","","",26818.743501,""
"201602","RS","RS","","",6604.345,""
"201602","LRB","LRB","","",3782.476,""
"201602","Fran_Bus","KMB","","",75941.497,""
"201602","Fran_Bus","CTB","1","",15216.241,""
"201602","Fran_Bus","CTB","2","",2198.957,""
"201602","Fran_Bus","NWFB","","",13001.137,""
"201602","Fran_Bus","LWB","","",2803.607,""
"201602","Fran_Bus","NLB","","",2059.786,""
"201602","Railways","MTRC","","Local",131146.01,""
"201602","Railways","MTRC","","Airport",1158.202,""
"201602","Railways","MTRC","","LRT",13605.426,""
"201602","Railways","HKT","","",4998.221,""
"201603","PLB","GMB","","",46444.075,""
"201603","PLB","RMB","","",9538.881,""
"201603","Ferries","NWFF","","",1251.471,""
"201603","Ferries","STF","","",1502,""
"201603","Ferries","LFS","","",1192.02,""
"201603","TAX","TAX","","",28310.497478,""
"201603","RS","RS","","",7097.147,""
"201603","LRB","LRB","","",4177.262,""
"201603","Fran_Bus","KMB","","",81652.776,""
"201603","Fran_Bus","CTB","1","",16200.049,""
"201603","Fran_Bus","CTB","2","",2400.562,""
"201603","Fran_Bus","NWFB","","",13878.488,""
"201603","Fran_Bus","LWB","","",3068.71,""
"201603","Fran_Bus","NLB","","",2168.416,""
"201603","Railways","MTRC","","Local",140857.112,""
"201603","Railways","MTRC","","Airport",1354.874,""
"201603","Railways","MTRC","","LRT",14567.48,""
"201603","Railways","HKT","","",5316.562,""
"201604","PLB","GMB","","",45874.159,""
"201604","PLB","RMB","","",9427.24,""
"201604","Ferries","NWFF","","",1180.407,""
"201604","Ferries","STF","","",1495.683,""
"201604","Ferries","LFS","","",1153.001,""
"201604","TAX","TAX","","",27805.489786,""
"201604","RS","RS","","",7043.079,""
"201604","LRB","LRB","","",4118.649,""
"201604","Fran_Bus","KMB","","",80862.821,""
"201604","Fran_Bus","CTB","1","",16023.604,""
"201604","Fran_Bus","CTB","2","",2352.594,""
"201604","Fran_Bus","NWFB","","",13789.762,""
"201604","Fran_Bus","LWB","","",3003.731,""
"201604","Fran_Bus","NLB","","",2010.115,""
"201604","Railways","MTRC","","Local",137682.718,""
"201604","Railways","MTRC","","Airport",1375.571,""
"201604","Railways","MTRC","","LRT",14504.639,""
"201604","Railways","HKT","","",5249.408,""
"201605","Ferries","STF","","",1555.587,""
"201605","Ferries","LFS","","",1228.671,""
"201605","TAX","TAX","","",28724.044466,""
"201605","RS","RS","","",7286.655,""
"201605","LRB","LRB","","",4270.513,""
"201605","PLB","GMB","","",47607.769,""
"201605","PLB","RMB","","",9425.422,""
"201605","Ferries","NWFF","","",1280.643,""
"201605","Fran_Bus","KMB","","",83701.743,""
"201605","Fran_Bus","CTB","1","",16739.338,""
"201605","Fran_Bus","CTB","2","",2444.92,""
"201605","Fran_Bus","NWFB","","",14275.346,""
"201605","Fran_Bus","LWB","","",3119.184,""
"201605","Fran_Bus","NLB","","",2247.632,""
"201605","Railways","MTRC","","Local",140509.32,""
"201605","Railways","MTRC","","Airport",1260.291,""
"201605","Railways","MTRC","","LRT",15137.667,""
"201605","Railways","HKT","","",5543.388,""
"201606","PLB","GMB","","",46635.966,""
"201606","PLB","RMB","","",9297.985,""
"201606","Ferries","NWFF","","",1111.044,""
"201606","Ferries","STF","","",1386.866,""
"201606","Ferries","LFS","","",1102.204,""
"201606","TAX","TAX","","",28612.087292,""
"201606","RS","RS","","",7215.492,""
"201606","LRB","LRB","","",4155.149,""
"201606","Fran_Bus","KMB","","",80738.019,""
"201606","Fran_Bus","CTB","1","",16183.401,""
"201606","Fran_Bus","CTB","2","",2433.447,""
"201606","Fran_Bus","NWFB","","",13696.31,""
"201606","Fran_Bus","LWB","","",3089.287,""
"201606","Fran_Bus","NLB","","",2054.625,""
"201606","Railways","MTRC","","Local",136647.001,""
"201606","Railways","MTRC","","Airport",1313.233,""
"201606","Railways","MTRC","","LRT",14989.936,""
"201606","Railways","HKT","","",5095.529,""
"201607","PLB","GMB","","",47474.418,""
"201607","PLB","RMB","","",9478.834,""
"201607","Ferries","NWFF","","",1267.128,""
"201607","Ferries","STF","","",1737.825,""
"201607","Ferries","LFS","","",1110.085,""
"201607","TAX","TAX","","",29592.324442,""
"201607","RS","RS","","",7134.043,""
"201607","LRB","LRB","","",4143.631,""
"201607","Fran_Bus","LWB","","",3288.98,""
"201607","Fran_Bus","NLB","","",2382.024,""
"201607","Railways","MTRC","","Local",142511.909,""
"201607","Railways","MTRC","","Airport",1396.406,""
"201607","Railways","MTRC","","LRT",15268.993,""
"201607","Railways","HKT","","",5326.512,""
"201607","Fran_Bus","KMB","","",83604.142,""
"201607","Fran_Bus","CTB","1","",16783.096,""
"201607","Fran_Bus","CTB","2","",2575.53,""
"201607","Fran_Bus","NWFB","","",14260.963,""
"201608","PLB","GMB","","",46545.987,""
"201608","PLB","RMB","","",9693.172,""
"201608","Ferries","NWFF","","",1254.965,""
"201608","Ferries","STF","","",1752.345,""
"201608","Ferries","LFS","","",1115.479,""
"201608","TAX","TAX","","",28870.203237,""
"201608","RS","RS","","",7331.65,""
"201608","LRB","LRB","","",4035.493,""
"201608","Fran_Bus","KMB","","",82883.306,""
"201608","Fran_Bus","CTB","1","",16759.363,""
"201608","Fran_Bus","CTB","2","",2550.486,""
"201608","Fran_Bus","NWFB","","",14074.73,""
"201608","Fran_Bus","LWB","","",3236.035,""
"201608","Fran_Bus","NLB","","",2161.467,""
"201608","Railways","MTRC","","Local",143071.047,""
"201608","Railways","MTRC","","Airport",1336.509,""
"201608","Railways","MTRC","","LRT",14770.722,""
"201608","Railways","HKT","","",5459.248,""
"201609","PLB","GMB","","",47244.535,""
"201609","Railways","HKT","","",5386.775,""
"201609","Ferries","NWFF","","",1138.489,""
"201609","Ferries","STF","","",1431.028,""
"201609","Ferries","LFS","","",1131.087,""
"201609","TAX","TAX","","",28339.34882,""
"201609","RS","RS","","",7226.548,""
"201609","LRB","LRB","","",4353.508,""
"201609","Fran_Bus","KMB","","",84626.032,""
"201609","Fran_Bus","CTB","1","",16707.069,""
"201609","Fran_Bus","CTB","2","",2427.448,""
"201609","Fran_Bus","NWFB","","",14182.618,""
"201609","Fran_Bus","LWB","","",3112.366,""
"201609","Fran_Bus","NLB","","",2250.554,""
"201609","Railways","MTRC","","Local",142821.001,""
"201609","Railways","MTRC","","Airport",1386.36,""
"201609","Railways","MTRC","","LRT",15483.803,""
"201609","PLB","RMB","","",9181.239,""
"201610","Railways","MTRC","","LRT",15244.972,""
"201610","TAX","TAX","","",28723.386527,""
"201610","Railways","MTRC","","Local",143598.474,""
"201610","Fran_Bus","NLB","","",2272.779,""
"201610","Fran_Bus","LWB","","",3146.735,""
"201610","Fran_Bus","NWFB","","",14116.061,""
"201610","Fran_Bus","CTB","2","",2448.322,""
"201610","Railways","MTRC","","Airport",1437.775,""
"201610","Ferries","LFS","","",1212.38,""
"201610","Ferries","STF","","",1712.521,""
"201610","Ferries","NWFF","","",1251.098,""
"201610","PLB","RMB","","",9219.517,""
"201610","Fran_Bus","CTB","1","",16737.757,""
"201610","Fran_Bus","KMB","","",83394.039,""
"201610","PLB","GMB","","",46942.251,""
"201610","Railways","HKT","","",5519.634,""
"201610","RS","RS","","",7213.268,""
"201610","LRB","LRB","","",4327.104,""
"201611","Fran_Bus","KMB","","",84539.299,""
"201611","LRB","LRB","","",4374.367,""
"201611","Fran_Bus","CTB","2","",2429.002,""
"201611","Fran_Bus","NWFB","","",14124.973,""
"201611","Fran_Bus","LWB","","",3116.998,""
"201611","Fran_Bus","NLB","","",2289.682,""
"201611","Railways","MTRC","","Local",147909.894,""
"201611","Railways","HKT","","",5427.639,""
"201611","Railways","MTRC","","LRT",15124.107,""
"201611","Railways","MTRC","","Airport",1321.104,""
"201611","PLB","GMB","","",46878.012,""
"201611","PLB","RMB","","",9262.453,""
"201611","Ferries","NWFF","","",1184.262,""
"201611","Ferries","STF","","",1620.384,""
"201611","Ferries","LFS","","",1206.144,""
"201611","TAX","TAX","","",28330.300734,""
"201611","RS","RS","","",7209.256,""
"201611","Fran_Bus","CTB","1","",16782.771,""
"201612","RS","RS","","",7120.765,""
"201612","TAX","TAX","","",28642.131018,""
"201612","Ferries","LFS","","",1240.487,""
"201612","Ferries","STF","","",2061.571,""
"201612","Ferries","NWFF","","",1258.362,""
"201612","PLB","RMB","","",9321.208,""
"201612","PLB","GMB","","",47219.578,""
"201612","Fran_Bus","CTB","2","",2612.347,""
"201612","Fran_Bus","CTB","1","",17086.916,""
"201612","Fran_Bus","KMB","","",86358.526,""
"201612","Railways","HKT","","",5995.415,""
"201612","Railways","MTRC","","LRT",15116.475,""
"201612","Railways","MTRC","","Airport",1461.229,""
"201612","Railways","MTRC","","Local",151829.405,""
"201612","Fran_Bus","NLB","","",2364.556,""
"201612","LRB","LRB","","",4399.422,""
"201612","Fran_Bus","NWFB","","",14517.313,""
"201612","Fran_Bus","LWB","","",3301.865,""
"201701","PLB","GMB","","",46488.262,""
"201701","PLB","RMB","","",8915.979,""
"201701","Ferries","NWFF","","",1211.803,""
"201701","Ferries","STF","","",1811.204,""
"201701","Ferries","LFS","","",1210.952,""
"201701","TAX","TAX","","",28600.246065,""
"201701","RS","RS","","",7069.34,""
"201701","LRB","LRB","","",4257.665,""
"201701","Fran_Bus","KMB","","",84878.508,""
"201701","Fran_Bus","CTB","1","",15464.417,""
"201701","Fran_Bus","CTB","2","",2489.478,""
"201701","Fran_Bus","NWFB","","",13894.991,""
"201701","Fran_Bus","LWB","","",3188.544,""
"201701","Fran_Bus","NLB","","",2466.883,""
"201701","Railways","MTRC","","Local",148930.764,""
"201701","Railways","MTRC","","Airport",1344.665,""
"201701","Railways","MTRC","","LRT",15012.229,""
"201701","Railways","HKT","","",5688.652,""
"201702","PLB","GMB","","",42505.353,""
"201702","PLB","RMB","","",8552.115,""
"201702","Ferries","NWFF","","",1097.558,""
"201702","Ferries","STF","","",1565.161,""
"201702","Ferries","LFS","","",1076.418,""
"201702","TAX","TAX","","",25486.797517,""
"201702","RS","RS","","",6625.039,""
"201702","LRB","LRB","","",3862.442,""
"201702","Fran_Bus","KMB","","",76745.288,""
"201702","Fran_Bus","CTB","1","",13888.73,""
"201702","Fran_Bus","CTB","2","",2253.222,""
"201702","Fran_Bus","NWFB","","",12518.496,""
"201702","Fran_Bus","LWB","","",2911.59,""
"201702","Fran_Bus","NLB","","",2229.154,""
"201702","Railways","MTRC","","Local",134214.986,""
"201702","Railways","MTRC","","Airport",1194.286,""
"201702","Railways","MTRC","","LRT",13498.509,""
"201702","Railways","HKT","","",5005.308,""
"201703","PLB","GMB","","",47704.746,""
"201703","PLB","RMB","","",9399.97,""
"201703","Ferries","NWFF","","",1155.727,""
"201703","Ferries","STF","","",1553.959,""
"201703","Ferries","LFS","","",1152.016,""
"201703","TAX","TAX","","",28365.432958,""
"201703","RS","RS","","",7152.651,""
"201703","LRB","LRB","","",4370.581,""
"201703","Fran_Bus","KMB","","",86067.849,""
"201703","Fran_Bus","CTB","1","",15614.163,""
"201703","Fran_Bus","CTB","2","",2531.118,""
"201703","Fran_Bus","NWFB","","",14051.919,""
"201703","Fran_Bus","LWB","","",3242.099,""
"201703","Fran_Bus","NLB","","",2427.273,""
"201703","Railways","MTRC","","Local",150429.834,""
"201703","Railways","MTRC","","Airport",1368.274,""
"201703","Railways","MTRC","","LRT",15142.962,""
"201703","Railways","HKT","","",5554.005,""
"201704","PLB","GMB","","",44670.64,""
"201704","PLB","RMB","","",8426.25,""
"201704","Ferries","NWFF","","",1357.837,""
"201704","Ferries","STF","","",1658.154,""
"201704","Ferries","LFS","","",1250.045,""
"201704","TAX","TAX","","",26651.96806,""
"201704","RS","RS","","",6760.899,""
"201704","LRB","LRB","","",3988.481,""
"201704","Fran_Bus","KMB","","",80909.651,""
"201704","Fran_Bus","CTB","1","",14482.845,""
"201704","Fran_Bus","CTB","2","",2586.996,""
"201704","Fran_Bus","NWFB","","",13306.459,""
"201704","Fran_Bus","LWB","","",3261.143,""
"201704","Fran_Bus","NLB","","",2451.29,""
"201704","Railways","MTRC","","Local",137370.141,""
"201704","Railways","MTRC","","Airport",1453.926,""
"201704","Railways","MTRC","","LRT",14032.264,""
"201704","Railways","HKT","","",5209.912,""
"201705","PLB","GMB","","",47126.495,""
"201705","PLB","RMB","","",9047.229,""
"201705","Ferries","NWFF","","",1215.924,""
"201705","Ferries","STF","","",1528.463,""
"201705","Ferries","LFS","","",1186.968,""
"201705","TAX","TAX","","",26852.897966,""
"201705","RS","RS","","",7118.214,""
"201705","LRB","LRB","","",4278.583,""
"201705","Fran_Bus","KMB","","",85291.916,""
"201705","Fran_Bus","CTB","1","",15278.442,""
"201705","Fran_Bus","CTB","2","",2606.166,""
"201705","Fran_Bus","NWFB","","",13871.958,""
"201705","Fran_Bus","LWB","","",3287.117,""
"201705","Fran_Bus","NLB","","",2483.77,""
"201705","Railways","MTRC","","Local",142881.037,""
"201705","Railways","MTRC","","Airport",1321.868,""
"201705","Railways","MTRC","","LRT",15014.919,""
"201705","Railways","HKT","","",5495.39,""
"201706","PLB","GMB","","",45775.664,""
"201706","PLB","RMB","","",9084.898,""
"201706","Ferries","NWFF","","",998.415,""
"201706","Ferries","STF","","",1324.656,""
"201706","Ferries","LFS","","",1022.78,""
"201706","TAX","TAX","","",26639.21598,""
"201706","RS","RS","","",7084.035,""
"201706","LRB","LRB","","",4169.967,""
"201706","Fran_Bus","LWB","","",3241.223,""
"201706","Fran_Bus","NLB","","",2195.035,""
"201706","Railways","MTRC","","Local",141118.595,""
"201706","Railways","MTRC","","Airport",1323.308,""
"201706","Railways","MTRC","","LRT",14828.864,""
"201706","Railways","HKT","","",4909.347,""
"201706","Fran_Bus","KMB","","",82071.291,""
"201706","Fran_Bus","CTB","1","",14604.198,""
"201706","Fran_Bus","CTB","2","",2534.758,""
"201706","Fran_Bus","NWFB","","",13157.171,""
"201707","PLB","GMB","","",46417.429,""
"201707","LRB","LRB","","",4128.926,""
"201707","Railways","MTRC","","LRT",14967.235,""
"201707","Railways","MTRC","","Airport",1317.48,""
"201707","Railways","MTRC","","Local",147154.342,""
"201707","Fran_Bus","NLB","","",2285.783,""
"201707","Fran_Bus","LWB","","",3354.44,""
"201707","Fran_Bus","NWFB","","",13567.256,""
"201707","Fran_Bus","CTB","2","",2663.951,""
"201707","Fran_Bus","CTB","1","",14947.302,""
"201707","Fran_Bus","KMB","","",83772.049,""
"201707","PLB","RMB","","",9155.062,""
"201707","Ferries","NWFF","","",1125.613,""
"201707","Ferries","STF","","",1667.978,""
"201707","Ferries","LFS","","",1017.726,""
"201707","TAX","TAX","","",27672.719,""
"201707","RS","RS","","",6982.103,""
"201707","Railways","HKT","","",4996.577,""
"201708","Fran_Bus","KMB","","",81605.815,""
"201708","LRB","LRB","","",4022.104,""
"201708","RS","RS","","",7133.546,""
"201708","TAX","TAX","","",27551.118329,""
"201708","Ferries","LFS","","",1057.318,""
"201708","Ferries","STF","","",1611.691,""
"201708","Ferries","NWFF","","",1156.384,""
"201708","Fran_Bus","CTB","1","",14626.67,""
"201708","Fran_Bus","CTB","2","",2659.452,""
"201708","Fran_Bus","NWFB","","",13246.437,""
"201708","Fran_Bus","LWB","","",3351.392,""
"201708","Fran_Bus","NLB","","",2203.414,""
"201708","Railways","MTRC","","Local",144451.052,""
"201708","Railways","MTRC","","Airport",1408.859,""
"201708","Railways","MTRC","","LRT",14431.237,""
"201708","Railways","HKT","","",4764.657,""
"201708","PLB","GMB","","",45347.983,""
"201708","PLB","RMB","","",9386.842,""
"201709","Railways","MTRC","","LRT",15582.743,""
"201709","Railways","MTRC","","Airport",1409.079,""
"201709","Railways","MTRC","","Local",148732.963,""
"201709","Fran_Bus","NLB","","",2243.639,""
"201709","Fran_Bus","LWB","","",3242.663,""
"201709","Fran_Bus","NWFB","","",13698.951,""
"201709","Fran_Bus","CTB","2","",2537.371,""
"201709","Fran_Bus","CTB","1","",15329.32,""
"201709","Fran_Bus","KMB","","",85789.398,""
"201709","LRB","LRB","","",4421.68,""
"201709","RS","RS","","",7177.797,""
"201709","TAX","TAX","","",27466.661,""
"201709","Ferries","LFS","","",1031.148,""
"201709","Ferries","STF","","",1271.242,""
"201709","Ferries","NWFF","","",1019.288,""
"201709","Railways","HKT","","",5040.469,""
"201709","PLB","GMB","","",47322.89,""
"201709","PLB","RMB","","",9038.395,""
"201710","Railways","HKT","","",5291.552,""
"201710","Fran_Bus","CTB","1","",15374.067,""
"201710","Railways","MTRC","","Airport",1563.242,""
"201710","Railways","MTRC","","Local",151429.613,""
"201710","Fran_Bus","NLB","","",2464.831,""
"201710","Fran_Bus","LWB","","",3311.569,""
"201710","Fran_Bus","NWFB","","",13933.838,""
"201710","Fran_Bus","CTB","2","",2605.149,""
"201710","PLB","GMB","","",47138.748,""
"201710","PLB","RMB","","",8831.184,""
"201710","Ferries","NWFF","","",1210.127,""
"201710","Ferries","STF","","",1661.938,""
"201710","Ferries","LFS","","",1192.114,""
"201710","TAX","TAX","","",27471.104026,""
"201710","RS","RS","","",7187.703,""
"201710","LRB","LRB","","",4399.585,""
"201710","Fran_Bus","KMB","","",85234.828,""
"201710","Railways","MTRC","","LRT",15652.028,""
"201711","LRB","LRB","","",4429.841,""
"201711","RS","RS","","",7182.657,""
"201711","TAX","TAX","","",27225.160296,""
"201711","Ferries","LFS","","",1175.804,""
"201711","Ferries","STF","","",1582.949,""
"201711","Ferries","NWFF","","",1170.934,""
"201711","PLB","RMB","","",9000.348,""
"201711","PLB","GMB","","",47085.232,""
"201711","Fran_Bus","KMB","","",86237.909,""
"201711","Railways","HKT","","",5220.299,""
"201711","Railways","MTRC","","LRT",15210.226,""
"201711","Railways","MTRC","","Airport",1402.998,""
"201711","Railways","MTRC","","Local",152251.341,""
"201711","Fran_Bus","NLB","","",2394.344,""
"201711","Fran_Bus","LWB","","",3299.297,""
"201711","Fran_Bus","NWFB","","",13971.588,""
"201711","Fran_Bus","CTB","2","",2649.543,""
"201711","Fran_Bus","CTB","1","",15454.622,""
"201712","PLB","GMB","","",47044.112,""
"201712","Railways","HKT","","",5630.051,""
"201712","Ferries","NWFF","","",1213.896,""
"201712","Ferries","STF","","",2052.787,""
"201712","Ferries","LFS","","",1200.527,""
"201712","TAX","TAX","","",27792.193426,""
"201712","RS","RS","","",7075.95,""
"201712","LRB","LRB","","",4414.582,""
"201712","Railways","MTRC","","LRT",15128.405,""
"201712","Railways","MTRC","","Airport",1513.483,""
"201712","Railways","MTRC","","Local",155180.748,""
"201712","Fran_Bus","NLB","","",2521.141,""
"201712","Fran_Bus","LWB","","",3403.534,""
"201712","Fran_Bus","NWFB","","",14074.011,""
"201712","Fran_Bus","CTB","2","",2745.655,""
"201712","Fran_Bus","CTB","1","",15554.624,""
"201712","Fran_Bus","KMB","","",86941.956,""
"201712","PLB","RMB","","",8942.175,""
"201801","Fran_Bus","KMB","","",86093.227,""
"201801","Fran_Bus","CTB","1","",15354.321,""
"201801","Fran_Bus","CTB","2","",2638.999,""
"201801","Fran_Bus","NWFB","","",13864.507,""
"201801","Fran_Bus","LWB","","",3270.695,""
"201801","Fran_Bus","NLB","","",2344.776,""
"201801","Railways","MTRC","","Local",152730.268,""
"201801","Railways","MTRC","","Airport",1402.469,""
"201801","Railways","MTRC","","LRT",15161.1,""
"201801","Railways","HKT","","",5280.306,""
"201801","PLB","GMB","","",47397.114,""
"201801","PLB","RMB","","",9184.705,""
"201801","Ferries","NWFF","","",1070.449,""
"201801","Ferries","STF","","",1605.91,""
"201801","Ferries","LFS","","",1102.625,""
"201801","TAX","TAX","","",27161.068613,""
"201801","RS","RS","","",7152.386,""
"201801","LRB","LRB","","",4355.416,""
"201802","Fran_Bus","KMB","","",75561.551,""
"201802","Fran_Bus","CTB","1","",13522.188,""
"201802","Fran_Bus","CTB","2","",2320.818,""
"201802","Fran_Bus","NWFB","","",12273.51,""
"201802","Fran_Bus","LWB","","",2952.382,""
"201802","Fran_Bus","NLB","","",2220.073,""
"201802","Railways","MTRC","","Local",135161.021,""
"201802","Railways","MTRC","","Airport",1216.14,""
"201802","Railways","MTRC","","LRT",13094.415,""
"201802","Railways","HKT","","",4610.871,""
"201802","PLB","GMB","","",41035.772,""
"201802","PLB","RMB","","",7989.437,""
"201802","Ferries","NWFF","","",1075.323,""
"201802","Ferries","STF","","",1664.155,""
"201802","Ferries","LFS","","",1034.153,""
"201802","TAX","TAX","","",25130.315406,""
"201802","RS","RS","","",6248.82,""
"201802","LRB","LRB","","",3647.632,""
"201803","Fran_Bus","KMB","","",87565.199,""
"201803","Fran_Bus","CTB","1","",15675.097,""
"201803","Fran_Bus","CTB","2","",2770.076,""
"201803","Fran_Bus","NWFB","","",14269.543,""
"201803","Fran_Bus","LWB","","",3452.938,""
"201803","Fran_Bus","NLB","","",2473.18,""
"201803","Railways","MTRC","","Local",152739.446,""
"201803","Railways","MTRC","","Airport",1518.216,""
"201803","Railways","MTRC","","LRT",15075.931,""
"201803","Railways","HKT","","",5346.03,""
"201803","PLB","GMB","","",47577.803,""
"201803","PLB","RMB","","",9014.477,""
"201803","Ferries","NWFF","","",1232.764,""
"201803","Ferries","STF","","",1637.899,""
"201803","Ferries","LFS","","",1225.579,""
"201803","TAX","TAX","","",27959.604641,""
"201803","RS","RS","","",6975.496,""
"201803","LRB","LRB","","",4333.261,""
"201804","Fran_Bus","KMB","","",82710.751,""
"201804","Fran_Bus","CTB","1","",14936.273,""
"201804","Fran_Bus","CTB","2","",2692.1,""
"201804","Fran_Bus","NWFB","","",13681.063,""
"201804","Fran_Bus","LWB","","",3369.711,""
"201804","Fran_Bus","NLB","","",2464.766,""
"201804","Railways","MTRC","","Local",143278.211,""
"201804","Railways","MTRC","","Airport",1554.322,""
"201804","Railways","MTRC","","LRT",14375.191,""
"201804","Railways","HKT","","",5103.434,""
"201804","PLB","GMB","","",45235.528,""
"201804","PLB","RMB","","",8520.457,""
"201804","Ferries","NWFF","","",1252.449,""
"201804","Ferries","STF","","",1647.779,""
"201804","Ferries","LFS","","",1211.499,""
"201804","TAX","TAX","","",26452.487113,""
"201804","RS","RS","","",6583.166,""
"201804","LRB","LRB","","",4106.035,""
"201805","Fran_Bus","KMB","","",87199.989,""
"201805","Fran_Bus","CTB","1","",15795.747,""
"201805","Fran_Bus","CTB","2","",2799.252,""
"201805","Fran_Bus","NWFB","","",14145.106,""
"201805","Fran_Bus","LWB","","",3479.111,""
"201805","Fran_Bus","NLB","","",2490.391,""
"201805","Railways","MTRC","","Local",148801.344,""
"201805","Railways","MTRC","","Airport",1355.077,""
"201805","Railways","MTRC","","LRT",15527.222,""
"201805","Railways","HKT","","",5130.009,""
"201805","PLB","GMB","","",47692.479,""
"201805","PLB","RMB","","",8907.974,""
"201805","Ferries","NWFF","","",1172.894,""
"201805","Ferries","STF","","",1453.386,""
"201805","Ferries","LFS","","",1176.268,""
"201805","TAX","TAX","","",27912.596501,""
"201805","RS","RS","","",6991.21,""
"201805","LRB","LRB","","",4398.801,""
"201806","PLB","GMB","","",45612.906,""
"201806","PLB","RMB","","",8705.916,""
"201806","Ferries","NWFF","","",1025.191,""
"201806","Ferries","STF","","",1370.861,""
"201806","Ferries","LFS","","",1045.817,""
"201806","TAX","TAX","","",26985.466421,""
"201806","RS","RS","","",6851.904,""
"201806","LRB","LRB","","",4165.174,""
"201806","Fran_Bus","KMB","","",83195.32,""
"201806","Fran_Bus","CTB","1","",15078.644,""
"201806","Fran_Bus","CTB","2","",2731.562,""
"201806","Fran_Bus","NWFB","","",13444.931,""
"201806","Fran_Bus","LWB","","",3420.515,""
"201806","Fran_Bus","NLB","","",2354.777,""
"201806","Railways","MTRC","","Local",143394.784,""
"201806","Railways","MTRC","","Airport",1451.92,""
"201806","Railways","MTRC","","LRT",15004.317,""
"201806","Railways","HKT","","",4803.182,""
"201807","PLB","GMB","","",46583.659,""
"201807","Railways","HKT","","",4800.772,""
"201807","Ferries","NWFF","","",1116.861,""
"201807","Ferries","STF","","",1641.873,""
"201807","Ferries","LFS","","",1012.712,""
